word,Lg10WF,AoA,Prevalence,SemD,Conc.M
hospitality,2.3655,8.78,2.58,1.57,2.15
representative,2.433,10.74024,2.43,2.01,3.39
talents,2.3692,7.41739697,2.58,1.86,
tomato,2.48,4.61,1.99,1.04,5
vest,2.4548,5.985347917,2.31,1.53,4.52
wha,2.699,,,,
wheat,2.4683,7.064690625,2.26,1.42,4.89
blunt,2.3997,9.640808602,2.58,1.92,3.07
chili,2.5832,5.877678788,1.24,,4.79
cracker,2.4698,4.9,2.32,1.57,4.96
demanding,2.3385,7.922454444,2.42,2.12,2.41
diapers,2.433,3.463709091,2.12,,
dose,2.433,8.7929375,1.88,1.39,3.85
ew,2.525,,,,
fart,2.5172,5.78,2.33,1.44,4.18
flood,2.4654,6.488532292,2.43,1.82,4.62
grasp,2.3692,8.186301042,2.44,1.93,3.63
hairs,2.4249,3.311377083,2.58,1.49,
harmony,2.6232,9.11123,2.34,1.68,2.46
hotter,2.3784,3.213689677,2.31,1.49,3.38
humour,2.4314,,,1.72,
installed,2.3636,9.938305051,2.31,1.8,
mock,2.4393,9.206358065,2.58,1.81,2.43
nazi,2.5453,,,1.15,
portion,2.3464,8.666265657,2.23,2.02,3.78
rains,2.4265,3.96945,2.44,1.52,
shakes,2.4031,5.523013125,2.44,1.31,
slapped,2.4048,5.119135269,2.44,1.48,
souvenir,2.382,8,2.01,1.62,4.45
weep,2.4487,7.935310417,2.25,1.46,4.54
announcer,2.7597,6.85,2.03,1.29,4.52
beware,2.4669,7.353362626,2.44,1.94,2
chopped,2.3674,6.547524274,2.23,0.99,3.59
connecticut,2.5105,,,,
dared,2.3598,6.317633333,2.58,1.59,
dodge,2.5988,7.174,2.18,1.91,3.69
estimate,2.3874,9.34735,2.58,1.78,2.65
irresponsible,2.3766,9.72,2.32,1.91,2.04
juvenile,2.4183,11.63,2.43,1.46,3.31
lease,2.5065,10.83255625,2.23,1.28,3.52
lobster,2.574,6.899406061,2.33,1.31,4.86
realistic,2.3729,8.55,2.24,2.02,2.07
selection,2.3674,7.95755,2.35,1.81,2.34
sheer,2.3692,9.722930208,2.04,1.98,3.35
supportive,2.3766,9.56,2.26,1.82,2.2
tactical,2.4502,11.75,2.27,1.66,2.08
voyage,2.4871,8.191963636,2.32,1.28,3.43
apparent,2.3345,10.25,2.23,2.18,1.73
chops,2.444,6.547524274,2.58,1.46,
cocksucker,2.6191,,,,2.62
constitution,2.4518,10.50295,2.58,1.43,3.23
costumes,2.4843,5.629822222,2.18,1.31,
ducks,2.6365,3.528280645,2.23,1.49,
filing,2.3674,,,1.57,3.52
hay,2.5132,5.602891667,1.92,1.57,4.87
irony,2.3692,11.6307,2.23,1.76,1.59
loading,2.3962,,,1.75,3.74
meters,2.5587,8.470618182,2.34,1.5,
nevada,2.5478,,,1.51,
pudding,2.4983,4.765436364,2.32,1.29,4.9
ransom,2.6981,10.23817576,2.33,1.62,3.31
realised,2.4281,,,1.75,
representing,2.3692,10.167895,2.11,2.12,
responding,2.3962,8.408375758,2.58,2.02,
sequence,2.6325,10.05869091,2.32,1.67,3.1
shells,2.4548,5.332839583,2.33,1.58,
speeches,2.4564,6.79895,2.44,1.65,
vague,2.3655,9.980589597,2.33,1.97,1.55
venture,2.3838,10.44015354,2.42,1.82,2.6
vow,2.4425,9.100916667,2.26,1.77,2.42
alter,2.3892,8.159147803,2.19,2.14,3.07
convenience,2.3909,10.17,2.24,2.05,2.04
denial,2.4298,9.68235,2.45,1.77,2.46
dolls,2.4624,3.58314375,2.58,1.45,
facilities,2.3674,9.26,2.17,1.83,4.14
lining,2.3655,9.028412121,2.34,1.75,4.41
madman,2.4314,8.53465,2.05,1.56,3.63
patrick,2.8692,,,,
plumbing,2.3945,8.26,2.33,1.23,4.24
poured,2.3483,5.218980833,2.28,1.58,
procedures,2.4166,9.67,2.32,1.81,
profits,2.4518,9.637924848,2.44,1.48,
recognition,2.3692,9.5,2.43,1.91,2.39
russell,2.9671,,,,
text,2.4281,8.395794792,2.42,1.41,4.93
vows,2.5211,9.100916667,2.26,1.49,
warmth,2.3579,6.19807,2.44,1.55,3.39
weekly,2.3766,7.45,2.34,1.89,3.28
whores,2.4742,12.18582813,2.12,1.33,
worms,2.5079,4.456825242,2.2,1.28,
agrees,2.3424,6.560294343,2.58,1.85,
ballet,2.7193,6.715708081,2.16,0.97,4.04
bishop,2.9325,9.37575,2.33,1.26,4.21
blankets,2.4166,3.925336364,2.44,1.47,
bluffing,2.4116,9.450248958,2.43,,
contained,2.3729,8.072640404,2.11,2.16,
cuffs,2.4265,8.614435484,2.2,1.16,
decency,2.3747,9,2.25,1.66,2
explosive,2.4346,9.19,2.23,1.78,3.74
fabric,2.3909,7.045236364,2.32,1.45,4.63
inconvenience,2.356,9.37,2.43,1.93,1.73
invent,2.3729,8.224775758,2.42,1.84,2.66
mode,2.4216,9.542175,2.19,1.72,2.46
organize,2.3444,6.33,2.45,1.79,2.72
prayed,2.3784,5.323562656,2.33,1.44,
pumping,2.382,6.677561094,2.44,1.72,
quarrel,2.4579,8.470574848,2.32,1.73,3.32
shaved,2.3579,7.115085417,2.33,1.55,4.3
striking,2.3522,,,2.12,2.85
allen,2.7853,,,,
approached,2.3444,8.668141414,2.42,2.03,
armor,2.5717,8.099206061,1.72,,4.76
arrow,2.6031,6.3839,2.34,1.67,4.97
benjamin,2.6884,,,,
blah,2.837,,,,1.4
bubbles,2.4857,4.504464646,2.43,1.6,
burial,2.3856,9.0287,2.35,1.38,3.93
gasps,2.673,7.950747656,2.35,1.59,
leadership,2.3979,9.28393,2.58,1.65,2.43
mice,2.5263,4.9609,2.23,1.39,4.84
murphy,2.8585,,,1.71,
participate,2.3522,8.527895,2.34,1.95,2.59
politicians,2.444,9.58795,2.33,1.72,
ram,2.5172,7.995882813,2.24,1.27,4.55
rational,2.4099,10.06,2.44,1.54,1.62
referred,2.3541,9.266,2.17,2.02,
restless,2.3945,9.74,2.58,1.7,2.46
shops,2.3617,5.035763594,2.43,1.68,
substitute,2.3784,8.1188,2.58,1.95,2.82
sweaty,2.356,5.94,2.17,1.51,4.18
tactics,2.3838,10.82317576,2.07,1.83,2.48
tapped,2.3598,5.424275,2.22,1.55,
yacht,2.6232,8.760144792,2.13,1.14,4.97
yea,2.5465,,,1.26,
automatically,2.3304,,,1.99,2.03
brake,2.4857,6.194983871,2.32,1.35,4.44
bushes,2.3979,5.062372917,2.31,1.4,
crook,2.4624,7.91281828,2.43,1.66,3.79
dinners,2.3784,3.9439,2.34,1.63,
earrings,2.4969,6.804854545,1.98,1.25,
experiments,2.5263,8.58,2.58,1.51,
february,2.4487,,,1.91,2.4
flown,2.3674,3.569098958,2.07,1.37,3.46
gifted,2.3617,7.94,2.32,1.72,1.85
global,2.5079,9.5355,2.58,1.5,2.93
individuals,2.3522,8.3443,2.43,1.82,
jerks,2.3502,7.766766667,2.58,1.39,
laboratory,2.5211,8.72,2.44,1.57,4.46
missy,2.617,6.35,1.26,,
patterns,2.4048,6.831627273,2.09,1.78,
permitted,2.3483,9.340966894,2.44,2.03,2.21
pinned,2.3655,5.167810753,2.43,1.77,3.52
quest,2.5159,9.153671875,2.43,1.88,2.87
remark,2.3522,8.494273737,2.34,1.75,3.25
shack,2.4609,6.910882813,2.22,1.67,4.93
si,2.5933,,,1.64,
smartest,2.3598,,,1.72,
terrifying,2.3385,8.33,2.21,1.76,2.08
torch,2.4065,7.465227957,2.1,1.48,4.76
tow,2.4713,8.61309375,2.17,1.75,3.79
accepting,2.316,7.304461515,2.31,2.1,
acquired,2.3598,10.05048485,2.3,1.99,2.54
ambush,2.444,10.29676364,2.32,1.47,3.16
asian,2.4425,,,1.48,
belts,2.4065,5.234264583,2.58,1.66,
combined,2.3263,8.296704444,2.21,2.25,2.81
devastated,2.3345,9.8,1.85,1.67,
disappearing,2.3345,,,1.92,2.56
discount,2.3874,9.304654545,2.44,1.52,2.79
fugitive,2.4232,10.55,2.34,1.77,3.93
hating,2.3674,5.474404113,2.43,1.32,
herd,2.5575,7.225942708,2.18,1.31,4.11
invention,2.4928,8.2057,2.33,1.75,3.48
limb,2.3784,7.58158125,2.26,1.7,4.64
madison,2.6693,,,,
mechanical,2.3997,8.85,2.25,1.76,3.17
needles,2.4216,5.8,1.79,1.06,4.96
nude,2.48,8.331853125,2.22,1.35,4.28
rehab,2.5211,,,,3.39
scratched,2.3598,5.475752083,2.31,1.54,
slippery,2.3541,6.72,2.2,1.74,3.94
thirteen,2.4298,,,1.87,3.69
utter,2.4116,9.337793939,2.13,1.74,3.03
writers,2.4829,7.259225,2.25,1.64,
boost,2.3636,7.952164583,2.43,1.84,2.89
bugging,2.3711,4.8084075,2.27,1.5,
conquer,2.4065,9.279632323,2.16,1.85,2.9
continuing,2.3118,7.53,2.58,2.18,
contribution,2.3502,11.25,2.44,2.05,2.41
controlling,2.356,7.882347424,2.58,2.02,
edition,2.3979,8.42,2.44,1.64,3.21
extent,2.3181,10.17702323,2.34,2.11,1.44
graves,2.4843,6.918495699,2.19,1.55,4.89
hanged,2.42,5.912808906,2.41,1.53,
hog,2.4183,5.592862903,2.58,1.71,4.66
losses,2.3802,5.639315625,2.09,1.66,
notified,2.3424,9.89,2.42,1.62,2.97
pension,2.3945,12.40810909,2.16,1.14,3.89
radius,2.3522,9.94,2.43,1.37,3.61
risking,2.316,7.436584375,2.43,2.03,
scrape,2.3243,6.445712473,2.34,1.72,4.15
shares,2.5119,4.896881719,2.2,1.39,2.66
spaghetti,2.4814,4.33,2.43,1.53,5
triumph,2.3766,9.417537374,2.43,1.89,2.17
addict,2.4378,10.70578586,2.58,1.2,3.14
ammunition,2.4786,9.67,2.25,1.5,4.88
automobile,2.4654,8.32335,2.16,1.61,4.96
bracelet,2.601,5.291333333,2.58,1.45,4.96
grabbing,2.3075,5.687210753,2.58,1.69,
greatly,2.3385,,,2.18,1.89
heroic,2.3711,8.2,2.12,1.71,1.85
inventory,2.3784,11.52,2.24,1.75,3.74
jean,2.9566,,,1.52,4.69
jewels,2.5694,6.330331313,2.44,1.55,
joan,2.98,,,,
junkie,2.4249,12.68,2.1,1.12,3.85
legacy,2.4099,9.63,2.42,1.95,1.4
linked,2.3424,8.839292903,2.43,2.19,3.36
logan,3.1477,,,1.48,
playground,2.4166,4.28,2.44,1.49,4.77
ridge,2.5587,8.699665625,2.26,1.24,4.48
roller,2.4683,6.65,2.34,1.68,4.66
rubbish,2.4564,8.938040505,2.43,1.76,3.64
scope,2.4579,10.00669355,2.33,1.98,3.74
shipped,2.3324,4.948278125,2.33,1.6,2.62
steals,2.3502,6.122714946,2.34,1.6,
traced,2.3444,7.152397849,2.43,2.01,
vet,2.4728,6.92905,2.43,1.25,4.55
virtually,2.3222,,,2.24,2
ancestors,2.4472,8.61,2.32,1.52,3.36
biology,2.3997,9.915135,2.46,1.28,3.48
cakes,2.4654,3.9192625,2.34,1.35,
despise,2.3636,10.51224288,2.11,1.57,2.12
economic,2.4048,12,2.43,1.86,2.2
einstein,2.4314,,,,
fierce,2.3892,8.325957292,2.44,1.9,2.62
garlic,2.4871,6.947993939,2.43,0.9,4.89
greed,2.3909,7.302116667,2.34,1.77,1.53
hallelujah,2.6785,,,,1.67
humiliate,2.3304,8.89,2.16,1.6,2.07
invest,2.3838,11.51091616,2.43,1.62,2.47
lemonade,2.4502,5.06,2.58,1.46,4.83
mines,2.5011,3.653762742,2.03,1.36,4.7
painter,2.5378,5.79624,2.33,1.12,4.52
paramedics,2.4082,,,1.09,4.37
portrait,2.444,8.157412121,2.45,1.38,4.9
sherry,2.8488,,,1.36,4.32
toothbrush,2.4082,4.33,2.25,1.33,5
tribe,2.5132,7.942888542,2.58,1.56,4.14
walt,2.9528,,,,
warden,2.7589,11.18721212,2.18,1.58,4.27
accountant,2.4997,10.82801,2.34,1.49,4.41
allowance,2.4249,6.95,2.33,1.57,3.07
anthony,2.8954,,,,
betrayal,2.3365,9.7434,2.24,1.71,1.76
collapse,2.4533,9.18010303,2.44,1.99,3.67
deeds,2.6212,9.47305914,2.05,1.59,
echo,2.5453,7.267377197,2.33,1.65,3.64
extended,2.3304,,,2.24,2.34
headaches,2.4346,6.71,2.32,1.34,
magician,2.5922,5.37,2.58,1.55,4.21
mill,2.6875,7.786885417,2.43,1.25,4.72
packs,2.3655,6.653122917,2.32,1.76,
password,2.6107,8.83,2.34,0.87,3.83
preferred,2.3243,8.028155051,2.32,2.15,2.29
remained,2.3502,8.316066667,2.44,2.05,
ripping,2.3118,5.907967742,2.32,1.59,3.78
seize,2.3927,9.792782292,2.03,1.89,3.97
shattered,2.3324,9.057860606,2.44,1.78,
syndrome,2.5065,11.18317576,2.32,1.54,2.48
universal,2.4771,10.21,2.58,1.87,1.87
unload,2.3729,7.86,2.32,1.78,3.21
whoops,2.3598,,,1.54,2.38
alliance,2.6684,11.28,2.25,1.65,2.5
artistic,2.4014,8.599395,2.32,1.44,2.14
attempts,2.3444,8.052772727,2.34,2.16,
chilly,2.3444,6.39,2.26,1.62,3.56
claiming,2.3284,8.479240625,2.34,2.03,
confront,2.3404,9.621,2.19,1.95,2.43
contempt,2.4099,12.27124848,2.43,1.73,1.82
equipped,2.3385,10.82,1.79,1.94,
feminine,2.3692,8.26,2.18,1.26,2.41
gravy,2.4314,5.707613131,2.18,1.27,4.97
grid,2.4518,10.57645161,2.58,1.6,4.55
juicy,2.3424,4.84,2.31,1.48,3.96
ketchup,2.4928,3.954157576,2.23,1.2,5
knocks,2.3139,5.316330469,2.58,1.83,
lonesome,2.5539,8.68010303,2.33,,1.83
lookout,2.3579,6.911648485,2.35,1.91,4.04
orphan,2.4683,7.620169697,2.43,1.58,4.04
overboard,2.415,,,1.44,3.44
profound,2.3304,11.75766061,2.32,1.92,1.58
promote,2.3541,10.34321152,2.58,2.01,2.26
providing,2.3139,8.494942424,2.43,2.13,2.48
sarge,2.8351,,,,
settling,2.3243,8.239721212,2.05,2.12,2.26
spooky,2.3838,6.53985,2.42,1.39,2.25
stumbled,2.3096,7.963109091,2.58,1.54,
achieved,2.3424,8.527250404,2.23,2.14,
airline,2.5211,8.74,2.43,1.28,4
athlete,2.3729,7.618626263,2.15,1.2,4.3
chess,2.5809,7.052707527,2.58,1.66,4.7
dealers,2.433,9.532793939,2.18,1.33,
diving,2.5079,6.459288871,2.58,1.57,4.13
easiest,2.3118,5.120016869,2.43,1.91,2.04
experiencing,2.3464,9.0638,2.43,1.85,
fireplace,2.415,7.37,2.16,1.22,4.68
grim,2.3892,9.228497917,2.43,1.8,1.82
historical,2.4314,10,2.25,1.63,1.93
inherited,2.3345,9.05,2.12,1.85,
introduction,2.3404,8.74945,2.44,2.09,3
memo,2.5289,10.93727879,2.44,1.47,4.25
movements,2.3784,6.859895556,2.44,1.82,
orchestra,2.4502,9.44,2.58,0.88,4.79
peel,2.4378,5.736445,2.32,1.46,4.61
shutting,2.3444,4.762716667,2.24,1.73,3.61
slug,2.4048,5.889669355,2.32,1.57,4.64
speeding,2.4065,6.195151875,2.25,1.72,3.63
anchor,2.5786,7.139683838,2.19,1.55,4.77
assassin,2.4814,11.28,2.44,1.16,4.43
audio,2.4548,9.32,2.34,1.3,3.5
batch,2.3284,7.2414375,2.25,1.77,3.8
bombing,2.5832,7.74,2.33,1.35,3.93
buyer,2.4232,6.94,2.25,1.15,4.36
crab,2.5478,5.463245833,2.23,1.44,4.9
equals,2.3711,6.697545455,2.41,1.76,
funky,2.415,9.54585,2.34,1.61,2.04
harassment,2.4786,,,1.59,2.58
increased,2.3201,,,2.08,
intellectual,2.3711,10.9,2.43,1.66,1.81
investigator,2.4942,9.32,2.33,1.47,4.37
lo,2.5999,,,1.94,
lowest,2.3541,4.854417708,2.18,1.98,
lure,2.3385,10.33137083,2.13,1.86,3.59
occasional,2.301,9.05,2.24,2.03,1.85
payments,2.356,8.112525076,2.58,1.59,
psychiatric,2.3856,12.05,2.03,1.14,2.59
resign,2.4116,11.01954343,2.15,1.58,2.25
sadness,2.3892,5.95095,2.58,1.58,1.82
sydney,3.2095,,,,
teasing,2.3345,5.679789063,2.25,1.47,2.45
woo,2.5366,,,1.27,2.19
attempting,2.3118,8.052772727,2.34,2.18,
blouse,2.4362,6.929228125,2.33,1.2,4.96
chemicals,2.4654,9.456345,2.25,1.35,4.14
dorm,2.5682,10.20307031,2.02,,4.41
harvey,2.9294,,,,
involving,2.3118,9.198575051,2.43,2.17,
landlord,2.4362,9.08882,2.58,1.05,4.66
monitoring,2.3636,9.68,2.42,1.77,
morphine,2.5211,12.78259394,2.44,1.27,4.5
oak,2.4579,6.889227083,2.09,1.54,4.82
pry,2.3243,9.110296875,1.96,1.52,3
sunk,2.3766,4.751959032,2.43,1.86,3.46
tourist,2.3766,8.4594,2.43,1.56,4.59
translate,2.3927,10.16943354,2.32,1.97,2.69
understandable,2.3054,8.35,2.44,2.09,1.85
undo,2.3502,7.78,2.44,1.77,2.56
adding,2.3139,4.47565,2.58,2.18,
blend,2.3404,8.229433333,2.25,1.73,3.7
butterfly,2.4502,3.67,2.25,1.58,4.93
cavalry,2.5024,9.16,2.07,1.08,4.08
co,2.4564,,,,
earthquake,2.5132,7.53,2.44,1.67,3.97
evacuate,2.4579,8.9,2.25,1.53,3.3
grudge,2.356,9.94907875,2.15,1.68,2.14
headlines,2.3324,8.11,2.23,1.77,
introducing,2.3096,8.534565,2.17,2.16,
phenomenon,2.3711,11.94,2.24,1.89,2.26
requesting,2.3483,8.870369697,2.32,1.78,
sewer,2.382,7.392030303,2.19,1.47,4.46
sinking,2.4031,4.751959032,2.25,1.83,3
stroll,2.3263,7.626583333,2.24,1.46,3.97
sued,2.3962,10.08253125,2.25,1.33,
switzerland,2.4683,,,,
vibe,2.4265,,,0.53,1.89
weasel,2.3997,7.929171515,2.33,1.49,4.74
artificial,2.3927,10.16,2.44,2.01,2.93
assets,2.4166,11.46086667,2.32,1.44,3.52
barney,3.0017,,,,
camping,2.4997,5.33,2.33,1.32,4
chatter,2.3784,7.122215,2.43,1.63,3.33
endure,2.3541,10.46569394,2.58,1.88,2
freely,2.3345,,,2.15,2.3
ignoring,2.3201,6.864802273,2.44,1.94,
immortal,2.4166,10.47,2.44,1.56,2
impulse,2.4314,9.962549495,2.34,1.69,2.52
journalist,2.4942,10.12709,2.58,1.67,4.04
kirk,2.9845,,,1.6,
locking,2.3284,6.033004167,2.44,1.56,3.48
mechanic,2.4133,8.21085,2.34,1.61,4.38
peep,2.356,6.732486458,2.16,1.56,3.37
reduce,2.3424,8.817204343,2.34,2.04,2
rental,2.3927,8.947927273,2.31,1.52,2.65
represented,2.3304,10.167895,2.11,2.11,
sammy,2.8482,,,,
spike,2.7966,7.32530625,2.27,1.7,4.52
trousers,2.4216,8.944587879,2.33,1.38,4.93
abused,2.3655,9.210494444,2.45,1.64,
adopt,2.3784,8.154245455,2.42,2.07,2.36
asia,2.433,,,1.41,
bummer,2.3284,7.274339394,2.08,,1.97
bundy,2.939,,,,
cheerleader,2.5185,6,2.43,,4.9
commissioner,2.7959,13.37,2.08,1.6,3.64
dot,2.5302,4.46545,2.25,1.53,4.12
emperor,2.8395,8.082,1.89,1.14,4.35
flatter,2.3032,9.53,2.32,1.81,2.14
fled,2.3522,8.355009375,2.21,1.75,3.14
formula,2.6042,10.47,2.58,1.74,4.11
hence,2.3945,10.32410406,2.32,1.98,1.41
leaning,2.3385,7.142697849,2.16,1.56,3.59
mo,2.5502,,,1.75,
morons,2.3324,,,,
moscow,2.683,,,,
pneumonia,2.4116,9.65,2.26,1.41,3.83
rag,2.3892,5.392544792,2.58,1.71,4.67
salmon,2.525,7.595011919,2.43,1.5,4.81
separation,2.3962,8.9771,2.25,1.85,2.96
sneaky,2.3365,6.58,2.13,1.56,1.97
spitting,2.3075,5.11669,2.43,1.68,4.18
stadium,2.4955,7,2.33,1.36,4.79
successfully,2.29,,,2.21,1.96
supermarket,2.4082,4.53,2.44,1.62,4.57
traded,2.3483,6.548117188,2.25,1.4,
tripped,2.3464,5.272215625,2.58,1.56,
affirmative,2.3838,10.67,2.32,1.68,1.93
altered,2.3598,8.159147803,2.19,2.11,
ammo,2.4393,,,,4.85
butler,2.7067,8.226705051,2.1,1.85,4.63
canal,2.5145,8.183759596,2.18,1.42,4.68
copper,2.5276,8.437939394,2.32,1.46,4.52
exquisite,2.3304,12.35,2.34,1.57,1.78
fighters,2.5599,6.89,2.34,1.39,
flowing,2.3385,7.088529032,2.34,1.88,2.43
impatient,2.316,7.39,2.26,1.72,2.38
kneel,2.4362,6.955335938,2.05,1.5,4.31
nanny,2.7259,5.881068687,2.33,0.65,4.21
noticing,2.2945,7.300241136,2.16,1.69,
olive,2.5752,7.286773737,2.58,1.39,4.9
preparation,2.316,9.5373,2.32,1.99,2.18
reply,2.3909,7.534787879,2.44,1.85,2.96
ripe,2.3304,7.017752083,2.33,1.72,3.3
sacrificed,2.3522,9.61,2.44,2.01,
stunning,2.3222,9.74,2.43,1.65,2.21
trim,2.3404,7.376309677,2.11,1.55,3.93
vic,2.9996,,,,
vile,2.356,11.4480625,2.24,1.68,2.14
whispers,2.4487,4.964816162,2.33,1.52,
cleaners,2.3579,6.09371,2.25,1.6,
concussion,2.3617,10.8,2.26,1.5,3.19
detailed,2.3032,7,2.17,2.02,2.27
devotion,2.3263,11.78,2.44,1.63,2.36
embassy,2.5999,12,2.05,1.5,3.96
ethics,2.4378,11.13631515,2.26,1.58,2.28
favorites,2.3032,5.72,2.43,,
fuse,2.3962,10.42195742,2.34,1.67,4.55
houston,2.73,,,,
initials,2.3729,8.29,2.34,1.8,4.13
jesse,3.1109,,,,
jews,2.7168,,,1.11,
newest,2.3054,4.325429355,2.42,1.95,
norman,2.935,,,1.68,
onions,2.4624,5.750482828,2.24,1.03,
opponent,2.382,8.63,2.32,1.5,3.52
overwhelmed,2.3054,9.21,2.32,1.9,1.92
rita,3.0269,,,,
tenth,2.3284,5.73571129,2.24,1.84,3.07
ticking,2.3502,,,1.81,3.97
toxic,2.3997,9.081608081,2.44,1.3,3.13
warriors,2.5276,7.8633,2.33,1.19,
yankee,2.6628,,,1.5,3.53
academic,2.3784,9.74,2.33,1.59,2.11
admiral,2.9274,8.72,2.58,1.28,4.11
altar,2.415,8.177134343,2.18,1.25,4.85
artery,2.4346,13.06,1.66,1.14,4.48
backstage,2.4183,,,1.14,4.31
behaving,2.2989,4.98543101,2.44,1.68,
boiling,2.3345,,,1.42,4.39
coolest,2.3324,5.050068333,2.58,,
dallas,2.8525,,,,
flattering,2.2923,10.14,2.35,1.59,2.25
grill,2.3579,7.327380833,2.44,1.16,4.86
harris,2.8686,,,,
materials,2.3324,7.54424,2.43,1.71,
occasions,2.2878,8.40083,2.32,2.07,
outfits,2.3365,,,1.4,
partnership,2.433,9.89,2.34,1.62,2.82
pigeon,2.48,6.53489798,2.35,1.75,4.71
radical,2.3404,11.9,2.44,1.79,2.1
rates,2.3222,8.465315625,2.25,1.69,
reject,2.3365,8.960572828,2.33,1.93,2.4
risked,2.2923,7.436584375,2.43,1.91,
scars,2.3522,6.152,2.34,1.77,
sessions,2.3729,9.457659015,2.58,1.75,3.66
shepherd,2.5798,6.13775,2.17,1.71,4.67
stoned,2.4065,,,1.57,3.21
waltz,2.4472,9.796245161,2.17,1.26,4.52
worthwhile,2.316,10.56,2.42,2.01,2
ads,2.4133,7.83921875,1.74,1.36,
attended,2.2989,7.298599899,2.33,1.91,
auntie,2.6042,4.74,1.92,1.2,4.48
burgers,2.4082,,,1.28,
charlotte,3.0527,,,1.53,2.96
complications,2.3181,9.9436,2.44,1.58,
denying,2.316,7.74635,2.42,1.97,
flights,2.3711,7.235245833,2.43,1.42,
forgets,2.2967,,,1.8,
goddamned,2.3979,,,,1.44
healed,2.3444,6.954077917,2.33,1.6,
jewel,2.5682,6.330331313,2.44,1.79,4.96
lodge,2.534,8.765160215,2.23,1.79,4
moaning,2.3909,,,1.63,3.76
overheard,2.3118,8.37,2.06,1.71,
priceless,2.3284,9.76,2.58,1.8,1.79
probation,2.4771,11.58,2.11,1.21,2.48
residents,2.4249,8.47,2.43,1.61,
scouts,2.4472,7.113157292,2.44,1.55,4.19
surrounding,2.2856,,,2.09,3.12
toughest,2.316,6.359429167,2.45,1.71,
valentine,2.8859,,,1.65,2.8
views,2.316,6.775728817,2.34,1.96,
accounting,2.3636,12.05,2.32,1.33,3.27
broom,2.3874,5.692582292,2.44,1.79,4.89
buffet,2.356,7.454787879,2.32,1.27,4.67
challenging,2.29,,,2.01,
curve,2.3729,7.400603226,2.44,1.47,4.41
dancers,2.4362,6,2.18,0.94,
establishment,2.3243,10.3597,2.26,2.04,3.48
grain,2.3874,7.447242708,2.44,1.62,4.8
improvement,2.2989,8.4059,2.18,1.93,2.6
janitor,2.4669,7.40945,2.33,,4.68
matched,2.3139,6.517313958,2.44,2.16,
ox,2.5999,5.865226042,2.11,1.75,4.86
payroll,2.4116,12.4013,2.43,0.64,3.7
predict,2.3096,9.125247677,2.24,1.92,2
puppet,2.4472,4.749090909,2.58,1.65,4.64
randy,2.7582,,,2.1,2.48
whistling,2.4183,,,1.58,4.19
wolves,2.4814,5.006497292,2.44,1.41,
ankles,2.3424,5.333078788,2.33,1.35,
crawled,2.3075,4.41736129,2.44,1.38,
crop,2.3962,7.293544086,2.35,1.47,4.24
daisy,2.8388,5.452612121,2.44,1.46,5
decades,2.3054,9.877345455,2.44,1.93,
destined,2.3222,12.5,0.16,2.09,
digital,2.4409,11.42,2.42,1.15,3.63
evolution,2.4362,10,2.34,1.36,2.61
freeway,2.4518,10.32,2.32,,4.7
froze,2.3365,5.821439792,2.12,1.48,3.96
gap,2.3404,7.341453125,2.32,2.17,3.92
hurricane,2.6513,7.35,2.23,1.37,4.59
lv,2.4713,,,,
poop,2.4564,3.702601563,2.17,,4.83
qualify,2.3222,10.05,2.43,1.82,1.93
recorder,2.4031,8.37,2.11,1.56,4.43
reminder,2.2856,7.5,2.43,2.07,2.41
splitting,2.3096,6.627185156,2.58,2.07,3.33
taped,2.3404,5.823669792,2.33,1.66,
teenagers,2.3345,7.22,2.24,1.63,
temptation,2.3365,8.6693,2.43,1.93,1.84
thumbs,2.3784,4.086926042,2.58,1.79,
bouncing,2.3385,5.572409375,2.58,1.74,3.93
carnival,2.5611,6.95,2.32,1.63,4.68
charmed,2.4942,,,1.72,
comparison,2.2742,9.27,2.25,2.08,2
discreet,2.3181,11.30862424,1.88,1.74,2.11
ellen,3.0899,,,,
employed,2.3222,10.63129495,2.33,1.98,2.8
excused,2.3075,6.635369697,2.33,1.85,
expertise,2.3096,10.61,2.19,1.82,1.64
goals,2.42,6.309183871,2.24,1.39,
gulf,2.3838,9.082483871,2.05,1.5,4.08
hacked,2.3345,10.12697656,2.58,1.52,2.62
inn,2.6325,7.367121875,2.14,1.53,4.64
invested,2.3075,11.51091616,2.43,1.74,
lens,2.3784,8.81883871,2.1,1.3,4.64
melted,2.3054,5.6580275,2.58,1.55,3.66
mustache,2.4031,5.758060606,2.12,,4.9
pegged,2.2625,7.4774,2.34,1.56,3.21
pilots,2.5911,6.809668384,2.43,0.89,
psst,2.4048,,,,
references,2.3222,8.67,2.43,1.91,
refreshing,2.2742,7.5,2.34,1.73,2.41
remarks,2.3032,8.494273737,2.34,1.9,
restored,2.3324,9.857039015,2.58,1.83,
rookie,2.4031,9.411448485,2.33,1.09,2.83
suing,2.4683,,,1.51,2.54
tribute,2.4281,10.67464646,2.43,1.81,2.67
abducted,2.4082,,,1.52,
assassination,2.4502,9.05,2.1,1.48,3.8
associated,2.3032,10.83,2.58,2.11,2.12
authentic,2.3636,8.42,2.58,1.76,2.31
bananas,2.4456,3.591305,2.33,1.64,
bands,2.4393,5.854138542,2.58,1.19,
condom,2.4216,12.41528485,2.32,1,4.87
